id,post,label,target
6031194_gab,if the united states is such a racist country that hates immigrants then why is it filled with so many racist immigrants who hate americans,1,Refugee
6038952_gab,the key to successfully integrating immigrants from non western nations is to break up ghettos into individuals and individuals into giblets,1,African
6055772_gab,filthy muzzies no doubt,1,Other
6062932_gab,mark romano ‏ two generations ago immigrants insisted that their children learn english now they insist that americans accommodate their languages,1,Other
6073561_gab,i never try and break up an argument between gay guys you never know when it may come to blows,0,Homosexual
6074857_gab,so essentially history was all done by white people whilst the brown devils kept trying to genocide us because we were gigantic red headed cannibals well this explains everything even trump,1,Other
6082839_gab,what up with mexicans bringing ten family members to the grocery store samoans do the same thing they travel in packs it looks so ghetto,1,Hispanic
6086312_gab,i think that may depend on if you are simple or ghetto trash of which there are plenty white members in either category,1,Other
6087970_gab,i make awesome double peanut butter cookies with peanut butter chips i have never heard of pistachio cream cheese i will have to look that up as far as women offering compliments i was bullied relentlessly by some ruthless bitches growing up,0,None
6088153_gab,we must secure the existence of our people and a future for white people altright hdnw jewfreeamerica,1,Other
6095990_gab,so true the music i posted tonight is mostly pro white and non jewish maybe zombie is some what not it was released by a jewish owned studio but it is not full of degenerate crap like most,0,Other
6109975_gab,wisconsin what do you mean wisconsin is toast large scale black violence and invaders are common there they blew up a gas station,0,African
6130325_gab,you can only predict the position of the stars and planets by using the spherical earth model and predictions are quite accurate far into the future it not even possible to predict a lunar eclipse using the retarded flat earth model sphericalearth,1,None
6138424_gab,i think donald j trump should offer a resettlement program to all eu nationals who are not happy with the current immigration policies of it leaders that way trump gets immigrants who are nearly perfectly aligned with usa values education and european expats can feel better at ease,1,Other
6151161_gab,didnt think some had minds sand niggers dont,1,Arab
6155286_gab,in my experience there really are not people stupid enough to believe the earth is flat there are only retarded monkeys paid to puke stupid flat earth bullshit on the internet <number> <number>,1,Other
6164100_gab,i mean muslims are sand niggers regardless or just niggers,1,African
6168428_gab,does anyone have a link to voter demographic data for the dutch election i read somewhere that the over <number> crowd still seeing nazi phantoms everywhere probably was the most anti wilders,0,None
6172491_gab,remember islam ignited in the middle east they once were normal then they got ruled by violence brainwashed,1,Other
6178631_gab,the history of how copper wire was invented in six words two jews fighting over a penny,1,Jewish
6180233_gab,no asians no jews the university will decline faster than rat up a drainpipe,1,Asian
6187865_gab,you are mentally deficient retarded troll that talks to himself are not you shit stain,1,None
6201187_gab,hey libs since the u.s. is such a oppressive country should not you advise immigrants not to come here,0,Refugee
6294284_gab,always anti semites why they love the arabs like all governments oil but not for long,1,Arab
6326106_gab,swan of tuonela muslim ghetto experience in the vibrant diversity of a stockholm immigrant neighborhood of rats beggars boarded windows,1,Arab
6329465_gab,white countries are under invasion betrayed by our own gov,0,Other
6340486_gab,jews were transported en masses during the holocaust using trains that was the joke am i being trolled it late,0,Jewish
6352923_gab,hilarious i posted a pic of the latest terror attack on twitter with the hastag prayforlondon the shitlibs and muzzies are going ape shit on me the truth hurts,1,Islam
6353337_gab,congratulations londonistan in <number> short years you managed to get back the caliphate the evil celts stole good job queen of farts and parliament will you be killing the evil whites yourselves or will you have a superior shitskin do it,1,Other
6354455_gab,update nigger moslem attacker is dead that makes <number> people dead including the attacker one police officer is dead as well from the knife attack londonattack,1,African
6357238_gab,fuck prayer let throw the shitskin sand niggers out,1,African
6361940_gab,i love the straight up coverage and no holds barred language do not get to see enough of that rebel rocks that reporter had better bulk up though before the muzzies get a hold of him,1,Islam
6362215_gab,if we do not act to remove islam from our countries we will have our people blood on our hands if we do not act to remove kebab unilaterally we may well doom mankind endislam,1,Islam
6363140_gab,i disagree those you list are normally covered by the term sub continent asians are thai malay burmese indonesian etc,0,Asian
6366338_gab,they call them asians over there,0,Asian
6373643_gab,u r a faggot paul,1,Homosexual
6374507_gab,now that not very nice you should think about what you have done about those sand niggers they are winning look at them with strong ruthless men and we are losing with women and feminized men tells you a bit about how nature rewards things,1,Arab
6379567_gab,i think people would have a much different view of islam and the refugee crisis if they have actually been to those countries i have and they are hell on earth they hate the west and most have no intention of assimilation only invasion gabfam maga,1,Arab
6384103_gab,false flag inc soon to distract from muslims and back on to a tiny white guy mowing down peeps,1,Arab
6385344_gab,our free speech is starting to go too in little ways trying to make people think it is for good hurt feelings or inciting violence bullsh*t <censored> unfortunately many people do not see it,0,None
6388163_gab,the purpose goal of muslim immigrants is not integration into free society the purpose of islamists is to take over enslave free nations banislam deportmuslims,1,Islam
6390413_gab,i am not meming the closing of the borders to keep out billions of refugees who will then die for the good of them i am doing it for us friends and enemies are different there is no universal ethic,0,Refugee
6397210_gab,nukes nah they are just making ready safe spaces for swedes to escape the tolerant immigrants,0,Refugee
6412815_gab,lmao fox is reporting that ice lodged a detainer against those two illegals who repeatedly raped the <number> year old girl in a bathroom in rockville but it is unclear whether local law enforcement will comply they should just rape their kids repeatedly until they do comply d,1,Refugee
6426932_gab,history teaches us that after sports black sports jocks do not last long but that by then white boys and white knights look to be with asians and other ethnic minorities because of how their own women have treated them this dialogue needs to happen,0,Other
6433589_gab,democrats are all crybaby faggots,1,Homosexual
6453946_gab,the reason jews shitlibs faggots hate attack christians while defending muslims is because they know the christians will never fight back while the sand niggers will throw their skinny jeaned asses off roofs cut their fucking knit capped heads off,1,Homosexual
6456893_gab,yikes you can see the insanity on their faces and all men flocking together as if for security i bet a crowd of those muslim women would beat the hell out of a few of these pathetic muslim wimpy looking excuses for men,1,Islam
6465075_gab,what kind of a faggot are you,1,Homosexual
6465683_gab,the jews are gearing up to help usher in democrats in <number> twitter facebook msm google youtube all upping their censorships of the right pro whites,1,Jewish
6469864_gab,if our civilization is not superior why do immigrants flock here rather than stay in their native regions the united states is not geographically contiguous with syria,1,Refugee
6484830_gab,more historical dem idiocy <number> ashley judd are equal rights in the constitution <number> rosie o donnell do not fear terrorists they are mothers and fathers <number> sen harry reid on obama light skinned and with no negro dialect gabfam speakfreely chat americans,1,African
6511647_gab,i like how mexicans just call all asians chino very efficient saves time,0,Asian
6521607_gab,oh so you say they are homegrown lone wolf terrorists they are just the offspring of the original terrorists it not like these people are coming from 3 rd generation white christian families the level of retardeness these days is unbelievable maga trump,1,Other
6532596_gab,gendered violence was reframed and focused on cultural forms of violence such as honor killings and female genital mutilation less emphasis was placed on gendered violence as a european problem impacting women from all social locations and more as something foreign or imported,0,None
6549094_gab,i am no fan of the hijab and i despise the burka niqab but the constant harping by alt lighters and atheists about what some muslim women wear is a bit ott it really not the ultimate manifestation of evil and oppression,0,Islam
6549880_gab,it hypocritical to say you oppose crimes against minorities women and children but oppose the 2 nd amendment which allows these people to defend themselves while releasing those who prey upon them from prison welcome to the land of the absurd brought to you by the party of the absurd democraps,0,Other
6551465_gab,it takes a certain kind of stupid to believe sjw logic where they can say stuff like gender is a social construct but then go on and say men are privileged women are oppressed etc becauseits2017,0,Men
6557827_gab,globalist traitors me the capitalists are the globalists pal from reagan and thatcher to bush i clinton bush ii and obama i have been consistently against it my entire life for actual socio economic reasons not this retarded immigrant xenophobic it all started happening with obama nonsense,1,Refugee
6569910_gab,big simplification of a scientific concept invasive species are not from an area and cause massive damage both ring true for blacks and muslims who live in western society gabbers gabfam gab folks science fuckislam blackmenmurder waratthezoo,1,African
6579241_gab,what i meant though was being up front and unapologetically racist white people are better than blacks the case with asians is different asians are better at math than whites whites excell in engineering and farming niggers aint even bronze age,1,African
6579326_gab,and another thing if blacks are so great how come your anecdote puts all of them behind the counter in a retail service position you did not mention your black bank manager giving you a loan,1,African
6580392_gab,netanyahu and putin hold a meeting after israel invaded syria netanyahu let me kill all the arabs putin no,0,Arab
6581617_gab,the antichrist whom since last week is known to be netanyahu wants trump putin to let him kill all the christian arabs remaning n syria while all the muslim terrorists are now living in europe next israel will order politicians to send them all usa jobs,1,Jewish
6586069_gab,hey starbucks you are the partisan problem not your coffee you keep hiring those refugees,1,Refugee
6586152_gab,breitbart over on twitter really does themselves a major disservice by writing some retarded scribbling instead of a headline before the link for example lel throwdown huh whoopsie alas bring et k.i.s.s. yus wot you all ignant k me irl sumwun gwumpy etc etc what dipshits,0,None
6592736_gab,ask libtards this which is more of a threat to you muslim immigrants stockpiling guns or republicans stockpiling guns hide and watch they think they can ban tang dynasty 9 th century technology from a modern world goa 2 ndamendment giveemenoughrope,1,Islam
6600735_gab,yes there are two fags who are triggered by my retard realism,1,Homosexual
6604394_gab,glad to finally be on the gab going to make this place gay in the best way,1,Homosexual
6605751_gab,in a national survey of random samples of homosexuals and heterosexuals <number> of those males who called themselves homosexual or bisexual versus <number> of heterosexual males reported having engaged in sadomasochism <number> of lesbians versus <number> of heterosexual women also admitted to m family r.i.,1,Homosexual
6636600_gab,they have refugees to import,0,Refugee
6647002_gab,did you see many sand niggers in bulgaria i read a few days ago that about <number> muslims with turkey dual citizenship voted in the recent bulgaria elections they supported the losing side but it still a significant,1,Arab
6650010_gab,u can be a sand nigger and a kike lol u do not know what either of those terms mean apparently,1,Arab
6655495_gab,i d explain this way muhammad arab followers after his death killed his only heir ali whose followers today r shiites east from iraq arabs went west at first and they want caliphs sunnis and they use terror against shiites us etc nether considers the other sect actually real muslims,0,Other
6658452_gab,fact check the muslim brotherhood are designated a terrorist organisation in saudi arabia and egypt because they are terrorists look that shit up its really not hard before posting a false defence if you dont bother doing a quick search to check facts you are part of the problem,1,Islam
6662616_gab,if i had to start a white nationalist prison gang i would name it the r1b haplogroup,1,None
6677328_gab,our muslim terrorist treasonous arab ass kissing state dept is making sure that trump will not do this after all kissing arab and muslim ass is far more important than us national security,1,Arab
6680912_gab,vampire blood or just being white as fuck one of the two d i need to get these glove tan lines outta here though that almost worst,0,None
6682084_gab,were i a women they d have to drag my ass out move the fucking rag head better yet do not allow them on airplanes,1,Women
6683255_gab,<user> it seems that once a city becomes entirely divorced from its industrial past then it either becomes a ghetto or it becomes what i call a lifestyle city where paying <number> dollars at a restaurant for one person is not uncommon,0,None
6692146_gab,democrats have next obama readying in the wings a muslim doctor that what they call diversity i call it stupid 👹,1,Islam
6696946_gab,it the liberal violence that scaring away tourists msm coverage their riots and protests are making us look unsafe it the same reason i will not consider eu now,1,Other
6698611_gab,richard spencer has neither confirmed nor denied that he is a faggot,1,Homosexual
6699296_gab,why must niggers constantly be taken care of american niggers african niggers european niggers asian sand niggers jesus h fucking christ when is enough enough,1,African
6700335_gab,unnecessaryconfessions obama i hire women because they are big fat blabbermouths evelynfarkas susanrice,1,Women
6715378_gab,major advertisers pull ads from o reilly factor after harassment report hotpagenews com r <number>,0,None
6720216_gab,it run by a white guy why do you assume all late night food stalls are run by immigrants racist white people do shitty jobs too,1,Caucasian
6720587_gab,sweet irony hold your nose tina fey ta ta flashing knish diddling shvontz noshing lesbo diving internet porno pig tries to shame trump women voters tells them you can not look away read ignore the trump wreckage your vote caused pathetic trump gabfam speakfreely chat,1,Other
6722856_gab,listen folks i am not normally one to preach but as a white male of privilege i <number> <number> mpcstatusupdates,0,Other
6738265_gab,king abdullah of jordan has agreed to open the first refugee tent city to accept the refugees currently stuck in greece and italy because hungary and poland wont take them for eight years obama said jordan would never accept refugees trump maga freedomcaucus,0,Refugee
675143929730330625_twitter,<user> you are retarded lol,1,None
6819403_gab,do you really believe that isis radicalislam muslims care about non muslim kids no they do not they would easily chem attack usa or europe if they could gabfam speakfreely,1,Islam
6824264_gab,more arabs have perished fighting among themselves than those in the war with israel and still goes on,1,Arab
6834925_gab,if those dickheads are so caring about their country then they should fuck off back there and do something bunch of moslem cowards,1,Islam
6839372_gab,the only weapon you have to defeat the bankers is the threat of mass violence from a well organized group driven by other means,0,None
6839543_gab,killing each other yes but that was a white guy he attacked for no reason black on white violence is huge despite what our lying gov says they kill whites too this was another example of that non existent knock out game,1,African
6841335_gab,lmao full retard once trump does <number> small limited thing you do not like because you are a fucking dumb monkey that does not understand why he did it,1,Other
6846094_gab,is refusing 3 rd world immigrants all it takes to get out of the eu sounds much easier than some long protracted referendum western europe is a write off it is all over but civil war between islamic cults trying to control what is left,1,Islam
6867013_gab,is that some american insult cancer is a bitch and i am collecting you are a fucking twat with rotting baby teeth,1,Women
6881962_gab,what a <number> year old black man doing with a <number> year old white woman anyway,1,African
6892405_gab,to be fair liberals are constantly in <number> <number> retard mode so they do not have far to go,1,Other
689875802087882752_twitter,if there was a grand theft auto east lansing you d be able to steal so many bomb ass cars from the asians probably all i would do,0,Asian
6900714_gab,i realize something about myself after hearing some white nationalists talk i reflected on my past and realized ever since i was young i was attracted to asians,0,Asian
6923022_gab,why do women shower so much after being raped to get rid of the smell of fried chicken,1,African
6934426_gab,why are middle class white intellectual leftists so pleased a muslim was elected mayor of london does not that tell you how many muslims live in the nations capital and also self destructive indoctrinated english there are now multiculturalism has fractured my country and is not a strength sjw,1,Islam
6936098_gab,the dam vile jews want a greater israel which includes all of the middle east they will ship all the towel heads to europe and usa we need to blow up israel,1,Islam
6941765_gab,poor lois lerner fears physical violence if details of her abuse of innocent citizens is made public seems like solitary confinement is the only option,0,None
6943668_gab,the bbc spent more time on allowing the words of the solicitor for the chinaman than those of assad preferring to fake the news with their interpretation of what he said their prejudice is showing,0,None
6945226_gab,lol trump is helping isis retarded alt righters then trump goes and bombs the shit out of isis this is amazing how blown the fuck out the cucks are,1,Other
6951192_gab,i had to remove a pro war for israel reposter from my feed it was getting ridiculous all the nonsense that was being reposted these people are not retarded of course they are paid to post propaganda for the military industrial complex using sock puppet accounts or they are just jews,1,Jewish
6967780_gab,q what do you tell the muslim woman who has two black eyes a nothing her husband told her twice already,1,Other
6974019_gab,hm still confused i think i need some lunch i was only referring to your original post about the gay sexual harassment stuff and did not see how it directly related to libertarianism,0,Homosexual
6978106_gab,i love when jews say how they really feel,1,Jewish
6989298_gab,did islamists just bomb fleeing civilans from fuah kafraya in syria fuah kafraya are two besieged cities in the idlib province with a majority shia muslim population i wonder if western msm will write about this probably not,0,Islam
6990776_gab,i recently met a retired federal leo who signed up to be a host for syrian refugees with air b& b 🤔,0,Other
7009073_gab,hopefully the alt right went armed and defended themselves shoot a few antifa faggots center of mass the rest might learn we do not have to take this bullshit from the left,1,Homosexual
7012624_gab,par for course it is so horrendous why wasn t the kid being watched strange there is a father around the other thing they could give a shit about some dead whitey they are now playing the ghetto lotto,1,Other
7015038_gab,even child refugees are rapists idaho anyone i have all boys they are in high school if i had elementary age kids there no way i d let them attend school with those third world heathens maga usa immigration refugees,1,Refugee
7017287_gab,did <user> sponsor the anti trump violence today in berkeley berkeley berkeleyriots taxmarch maga,0,None
7024395_gab,i further believe those who have planned a world invasion by muslim sub humans should be hunted down and removed from the face of the earth they are obviously trying to kill individualism and free will they must be stopped by any means necessary and with extreme prejudice,1,Islam
7025450_gab,i am starting to think trump is our hitler and if you actually know what i mean when i say that you are smart if you think im saying he literally hitler you are retarded and cant make out what i am saying,1,Other
7043965_gab,attention white south africans do not become part of the worlds hidden history of white extermination as the whites of angola rhodesia algeria mozambique did current western governments hate whites they engage in whiteminoritization anti white propaganda on a daily basis stay strong,0,Caucasian
7081774_gab,bill o reilly out at fox i bet jesse waters will take his place or carlson good get the old folks out they are out of touch anyway however liberal women offended by sex harassment claims lol muslims rape women and they support that,1,Islam
7084693_gab,i have zero f to give to someone who had it all but still could not get out of the ghetto mentally,0,Other
7095387_gab,still not winning oreilly out over sex harassment claims turns out that mmfa organized the whole thing we are still not winning and trump is not after soros and the rest when is there going to be justice,0,Other
7096501_gab,was it just an accident that whitegenocide fanatic obama started the wars in libya syria that caused the muslim refugee invasion of europe and the us maga,1,Other
7117498_gab,criticize boomers and some senile retard will reply in all caps,0,None
7119465_gab,breastmilk has a lot more going for it than protein and fat and coenzymes breastmilk contains mother immunoglobulins until baby can acquire them naturally in the homo agenda women are not allowed to get credit for anything nice,1,Homosexual
7121532_gab,cristina laila retweeted jake tapper i guess all of obama ghetto rap star friends are better you know the guys who rap about raping pimping women selling drugs fakenews jake tapper ‏ potus invited sarahpalinusa to dinner and told her to bring some friends,1,Other
7131848_gab,trying to understand why azerbaijan is muslim why white aryan men turned to muslim when muslim is a sand nigger invention with the help of jews aryan men get their racial name from the mountains of caucuses hence caucasian people,1,Other
7133882_gab,wow thanks to having a gab ai i just realized how much less trash there is facebook the internet ghetto is littered hopefully this is the downfall of ghetto book,0,None
7141822_gab,womans right activist thick as a brick idiot who sets womans rights so far back with her insane acceptance of a plastic version of islam sod all in the koran about wandering about like a refugee from the sue ryder charity shop with the mumps,1,Islam
7144350_gab,this is bad news for the children of millennial women if only <number> of millennial women want to be housewives that means that potentially <number> of their children will not get enough time and interaction with their mothers which is unhealthy i just wonder is <number> the floor <number> <number>,0,Women
7147551_gab,this communist bitch has to go she should not be teaching middle school or any school for that matter she a danger to freedom and to society outantifa,1,Other
7174173_gab,tell that to the blacks jews muzzeez and la raza who are trying to kill us tell it ti the asians who are proud to be asian,1,African
7180091_gab,even a lot of the fashy youngsters are fags you see a lot of that shit on 4 chan all these faggots arguing for a nazi fag alliance society is pozzed as fuck maga,1,Homosexual
7182358_gab,that probably what muslim women think it all about trust,0,Islam
7187906_gab,of course the most at risk though are not going there to be raped and tortured i will see if i can find you an article on just one of several cases this one stood out as the filipina in question was herself a muslim,0,Islam
7224808_gab,fake muslim victimhood aka taquiyya aka lies azhar hussain sends himself fake threat emails arrested yasmin seweid false subway attack story arrested muslim woman self inflicted slash outside trinity church ny muslim woman false hijab attack in la noor ramjanally fake kidnapping claim,0,Islam
722790541268627456_twitter,no homo we smokin penises,0,Homosexual
7228010_gab,that rather unkind i am a mgtow working a great job with lots of women around me going to school to become a needlessly certified computer engineer just got out of a relationship with an old classmate pathological liar,0,Men
7232065_gab,let me get this straight ok if i convert to islam i can abuse women and children without catching any heat right i get a pass right hum,1,Islam
7243753_gab,you are uneducated white trash the un is a failure and i am not a supporter of most transnational organizations this whole exchange has been about they fucktardery of that gay image macro,1,Homosexual
7263452_gab,no white euros are my people i am in favor of christian refugees though muslim refugees can go to saudi arabia as far as i am concerned,1,Islam
7343514_gab,it seems very dubious that all these arab looking immigrants are so well off in america they come from a land of nothingness if they can come up with enough capital to immigrate if they are that successful over there why would they immigrate,0,Arab
7344094_gab,eth · nic cleans · ing ˈethnik klenzing noun the mass expulsion or killing of members of an unwanted ethnic or religious group in a society i think you are the retarded one fake victim table go 👉 🏻,0,None
7344450_gab,despite living in the same american neighborhood for decades i somehow managed to move to a muslim country i base this on having gone food shopping today in a store over run with hijab clad terrorists,1,Islam
7384217_gab,the modern libtard political speech they do not agree with is considered violence but actual political violence they do agree with is considered speech,1,Other
7387686_gab,jews are not complicated they make it seem that way azikanzi bullshit my ass that made up shit all it is is jew tube tv dna has been done some jews married into white culture in the caucuses mountains we r called caucasians for a reason,1,Jewish
7390463_gab,do headscarves come with blinkers because muslim women are beaten raped molested mutilated and have all those things happen to their children too all by the islamic community and it been happening for hundreds of years but they only complain about whites who treat them as equals banislam,1,Islam
7390537_gab,she is upset by what she thinks will be the response to her degrading head scarf but islam followers throw acid in the faces of white women walking down the street in western countries insanity is the new normal,1,Islam
7391418_gab,why are you only saying whites like other races support islam i dont even think if whites band together it will be enough whites blacks asians and hispanics need to band together,1,Islam
7403806_gab,<number> of today problems are due to ppl not wanting to fight like gay marriage where ppl just go oh ha ha that ok it not a big deal and then a few years later you are dealing with transsexuals and pedophiles because you were a pussy back then congratulations pussy,1,Homosexual
7408130_gab,i am interested in establishing an all white nation no jews no blacks no wetbacks no asians,1,African
7441785_gab,they love to attribute motivations and feelings for which there is no evidence steve sailor peter brimelow and jared taylor are genocidal even they they claim to oppose violence i have looked into their hearts and seen the hate likewise antifa violence is based on projection,0,None
7445416_gab,people dont feel comfortable telling blacks hispanics that they are acting black hispanic because they will be admonished at best or assaulted at worst whites and asians just bend over and take it though when people insult them as acting white asian whites and asians rarely defend themselves,0,African
7454691_gab,tomi lahren is a retarded cunt,1,Other
7458007_gab,the only reason why islam is classified as religion is they could not sell it as a political ideology to free world too much revolt people would see muzslimes are invaders not poor rapefugees or gimmigrants that why islam is packaged as a religion more freedom to rape maim kill us,1,Islam
7460514_gab,it was most certainly high even for secular jews during the ellis island days but i think the percentage of jews relative to their population that use welfare is higher than say asians or white catholics not sure though,0,Other
7465877_gab,nobody actually cares about having a lot of something if it is not any good people only really care about quality people want the quality produced by white majority countries but it not magic it time and effort unfortunately they are also run by evil pathological megalomaniacs,0,Other
7478951_gab,i keep reading it as maricon means homosexual in spanish slang,0,Homosexual
7479514_gab,indeed the ethiopians are bad enough but somalis are something else entirely despite being genetically similar there probably less difference between them than between a swede and a dane but pisslam makes them more retarded by far,1,Islam
7481526_gab,i live there we do not want people jaunting over to vote and make us the same kind of hellhole they came from especially not if soros the nazi jewhunter is involved,1,Jewish
7497339_gab,north korea could be a much better place if they just had diversity we need to deliver them some syrian refugees african migrants immediately,0,African
7506086_gab,i have to see niggers at work in cars at stores just about every fucking where but one fucking place i refuse to see them is in my home that includes the tv muh sportsball,1,African
7507997_gab,yes bpd borderline personality disorder mothers destroy their sons paul is very much a leftist he does not accept the different roles of men and women and there it is a white man dares to argue with a white woman and she ready to be bred by blacks and arabs fantastic,0,African
7516989_gab,all of this news is extremely disconcerting maybe the list of eateries not kissing jihadi butt would be shorter we have black rifle coffee co maybe we need black rifle chicken burgers,1,Islam
7523369_gab,in the quran hijrah is actually a muslim practice that islam uses to take over and claim territories as their own if more 🇺 🇸 wake up to the fact that this refugee crisis is jihad through migration then maybe we can stop this islamic conquest to take over the western world,1,Islam
7526280_gab,what about the black violence and you said that he chased them and that was bad you had no idea that the gun was illegal <number> niggers destroyed his store there should be no gun registration,1,African
7534715_gab,fox news now talking about the violence in chicago guano williams the blame is on all of the former current democratic mayors they never cared for the poor in chicago obama a parasite on his own people blacks can buy guns from eric holder protest local leaders,1,African
7538981_gab,really had to bite my tongue tonight at my bible study we are going over the readings and gospel for sunday and i am just like let me tell you bout them jews mane dual covenant is a lie and philosemites need to be stopped,1,Jewish
7543907_gab,oy vey the shoah blue bloods last night had a white guy doing polar bear hunting knockout game of elderly at least he wasn t blond this time like hawaii <number> <number> did with last nights innocent moslem framed for terror,1,Islam
7544080_gab,he would have been wise enough to know them by their fruits just like the inquisition had no power over the jews who fled spain without their ill gotten gains from selling white x tian slaves to moslems only jews who pretended to be rich x tians,1,Jewish
7547439_gab,during the 4 0 quota of immigrants were established expanding into the 5 0 every <number> years until the internal security act required aliens to report their addresses the immigration nationality act in <number> tightened screening restriction preferences <number> skilled workers that excluded communists,0,Refugee
7550159_gab,i can see these jibber jabber arabs in dresses tripping down the street with an armload of shotguns,1,Arab
7559905_gab,the government should have sought leave to file the list of unindicted co conspirators under seal cair co conspirator in case against largest muslim charity called holy land foundation convicted of funding hamas with charitable gifts they wanted it secret and they got it secret with obama,0,Islam
7569509_gab,people carry on about eugenics and how these eugenicists threaten the global population with their menacing ideas so far though only <number> populations have had these mass scale eugenics programs rolled out on them neasians and us white people its not about the muds its about genociding the competition,1,Other
7573904_gab,i wonder if this pos judge has ever ordered a muslim to learn about christian faith for <number> mos at a christian church,1,Other
7577640_gab,this is now the case in every country run by liberals the islamic soros state is a nonstop isis cancer funding for a guaranteed liberal dictatorship that willnever leave and switch the population to immigrants and kill off the native people history religions cultures economies and futuregenerations,0,Other
7591296_gab,anyway even if i was in that picture why would i say something so stupid nazis can find me lol no fuck all nazi trash,1,Other
7599031_gab,bampumim teixeira an immigrant from west africa,0,African
7599859_gab,a once all white area,0,None
7609979_gab,hang on my friend <number> characters are not enough to write it all continue reading men are just as or more guilty than women in this matter deadbeat dads who abandon their kids are a huge part of this problem,0,None
7633989_gab,madonna charlize theron mariska hargitay joely fisher tom cruise and nicole kidman steven spielberg and kate capshaw jillian michaels mary louise parker sandra bullock angelina jolie and brad pitt have you ever seen a shade of brown adopt a white baby where do the white babies go,1,Other
7643218_gab,texans pay him an annual salary of <number> he advocates black violence against whites meet professor tommy curry of texas a m gig em aggies,0,None
7644439_gab,now there are claims coming from nbc news of all places that confirm what others have warned about isis has indeed infiltrated refugee camps so much so that military pilots refuse to fly over the infested camps,0,None
7660296_gab,the western power structure wants to kill you slowly through diversity enforced by strategic violence tommy curry wants to kill you quickly by less strategic violence both want to eliminate white people more importantly racists i e white people tommy curry is bad merica is good,1,Other
7666560_gab,<user> you are trying to intimidate my gab followers if they repost you enjoy telling women to fuck off if their views are different than yours,0,Women
7675455_gab,i am there 😈 oh by the way stiles harbor is now <user> he talks ghetto now lmwao,0,None
7703756_gab,remember ladies walking outside by yourself means you are asking to be molested and raped by guys share this meme with all your liberal feminist minded associates this is a so called educated professor that teaches muslims to think and act like this muslim islam maga gabfam <user>,1,Arab
7719733_gab,apparently there is a cholera outbreak in yemen couple of less arabs,1,Other
7724826_gab,so no gay old dudes for you sad,0,Homosexual
7727385_gab,i really cant believe this story if i was armed out hunting still nearly got raped by well anything i would not tell one single soul,1,None
7736800_gab,<user> faggot i told you already to stop liking my posts you called for my wife to be raped by niggers you i are enemies fuck off bitch ass punk motherfucker i shit on you altright gabfam,1,Other
7740932_gab,might as well say an enemy of america since he is enabling the moslem scum banislam,1,Islam
7747897_gab,a clan of sand niggers attack a police station and the god damned jewdge will not issue a warrant weaklings race traitors,1,Arab
7748482_gab,in checking out change org for my bringemhome project i am realizing that the idiots posting there are really going to cry about saving white people i can see the libtards now whites are not under attack and black lives matter re,1,African
7756856_gab,that germans are to blame for the bloodshed of ww2 is the fabric of the matrix if you break that you find a parallel universe free of jews,1,Jewish
7757039_gab,dear sir the jews are bussing the muslims to the west without their planning operating this operation there was no muslim invation,1,Islam
7766309_gab,it supposed to attract female fans they already have a lock on men so they do not need outreach but yeah it gay and retarded,1,Homosexual
7776491_gab,kidd is a formal name for a baby goat and nsfmw means not safe for muslim work,1,Islam
7785691_gab,waha well according to his dog hitler wasnt such a bad guy 😂 😂 😂 😂 so mebbe the nazi aint to bad either they cant be as fascist as the libtards really they cant lulz,1,Other
7791304_gab,i had a wonderful wonderful nigger free weekend,1,African
7865163_gab,memo to globalists you should really do some research about the impeachment process type impeach the president into a search engine and pay particular attention to the first step addendum do you clowns ever wonder why the world is laughing at your retarded ass,1,Other
7884653_gab,also asians get more of a pass cause they are seen as less threatening cause they are good at math and have small umm hands,1,Asian
7885632_gab,suddenly john mccain has a problem with one of his favorite allies recip erdogan when he brutalizes americans so much for mccain all his human rights universal values talk he only has a problem with this islamist humping sand nigger when americans are the victims of his brutality,1,Arab
7897077_gab,wow underwhelming advice from another msm shillary asshat i feel safer now just ignoring the muzzie part of the story what an arrogant little pos you can all go back to sleep now,1,None
7903127_gab,hello erry1 is this truly free or nah testing please ignore trump drump hillary email server fuck nigger cunt shit alex jones swastika white power hitler edit lovable,1,Other
7921401_gab,i will always maintain that the_donald is pol retarded brother,1,None
7923742_gab,tell me honestly are you guilty asked my lawyer it does not make a difference to me but i do not want to be surprised in court yes i raped and murdered all of those prostitutes i admitted that very interesting he said but let get back to this shoplifting charge now,0,None
7934523_gab,and president trump will not be bowing to a raghead either,1,Arab
7949240_gab,the end of it did not mix blacks and whites it just meant the liquor stores in black areas are now run by arabs instead of blacks,1,African
7949412_gab,the naacp the c is anti anglo whites color is color so is white the caucasians deserve to be equals,0,Other
7956761_gab,you are retarded you ask people opinions and then act like a little faggot when you get them,1,Homosexual
7963805_gab,lol spin away and use ad hominem attacks because you can not debt on merit synonymous for a white flag too easy next impeachdonaldtrump,0,None
7966949_gab,oh fun hardy boy is back i have never been to jefferson county let alone kansas i am a diest and not a fucking retarded cocksucker like you,1,Other
7975029_gab,put blacks on welfare isolate in ghettos keeping them down put refugees in isolated communities not helping them assimilate repeat repeat repeat no learning what does not work,0,African
7984771_gab,just bought some pro trump apparel in response to the aggressive reactions both verbal and physical to my political views at my university i look forward to using myself to start a proper dialogue on this topic instead of the increasing harassment i have been enduring at the hands of liberals,0,None
